Text,Label
@akrvvr_ jt'ai dis nan gros,Bullying
"RT @F_Desouche: Cabriès (13) : une étudiante de 22 ans qui venait de terminer son service à  Burger King, poignardée à  mort sans raison par €¦",None
"RT @papanours60: Macron ; du pain non, des jeux oui

1. ""Ne pas politiser le sport"" affirme le gros vilain 
Mais de ses outils de travail i €¦",None
"Play, gros coup de cÅ“ur https://t.co/Yky4odqdiR",None
@SisterToaru @salsifis01 Oui le mec a rien pour lui en plus àªtre un débile profonde.,Bullying
"DIRECT. Guerre en Ukraine : après les bombardement russes, Zelensky déplore  «de gros problèmes d'alimentation en ea €¦ https://t.co/JoM0f5iZc1",None
"@Zashi_7 1. Luffy's de pute
2. Zororonoir
3. BOONNN-CHAAANNN",Sexism
@Karmagg_ Après il y en a qui tweetent comme ça juste pour faire des stats mais c'est débile bref..,None
"RT @Amos_Makanda1: ðŸ“Le nom de l'à‰ternel est une tour forte; Le juste s'y réfugie, et se trouve en sà»reté.",None
"En fait volo, c'est le sangoku réel.
Il quémande de l'argent au monde entier pour en faire un gros tas. Mais que va €¦ https://t.co/KKBLGf2EzP",None
RT @chcuny: @JeromeColombain @AvgeeksFR Le poids est l'ennemi de l'avion. Chaque roue pèse plus d'une tonne. Il y en a 12 sur les gros-port €¦,None
@DIVIZIO1 Plus c'est gros plus ça passe ...,None
@f_philippot Préparez vous une cellule alors vous n'àªtes pas différent vous àªtes tous pareil en politique vous répo €¦ https://t.co/TQR7ZloCsx,None
"@FulIMtal @ProximaFox @madamebretzel Absolument d'accord, il y a un gros manque. D'éducation, d'humanisme, d'empathie...",None
"RT @callmedavv: Miss alsace meme pas dans le top 15 €¦ c'est une première depuis jsp combien d'années ðŸ˜¹ðŸ˜¹ðŸ˜¹ðŸ˜¹ðŸ˜¹ðŸ˜¹ðŸ˜¹ðŸ˜¹, le harcèlement ça paye pas ma €¦",None
"@MonsieurM44 J'ai 1 autre anecdote sur des collèguEs qui parlaient de moi :
""Mais il est trop gentil Fart, c'est bi €¦ https://t.co/nkaf4aKZPm",None
"@zazafontaine42 Coucou ðŸ‘‹ Zazouille ðŸŒ¹.                                   Je te souhaite un excellent Dimanche, très €¦ https://t.co/Ox1KteGN4U",None
@QuentinOwona007 Ss pas fan des gros...,None
RT @ihategu: ahh non cetait toi la rousse ptite pute,Sexism
@Ntrbn1 juuuuure incroyable ça gros,None
"@GregoryNeuschw1 @CerfiaFR Ton avis ne représente màªme pas une goutte d'eau dans l'océan. En gros, on s'en fout.",None
@Medhi_T10 à€ noter qu'ici nous avons eu un gros match d'Enzo qui aide Alvarez lors des phases offensives.,None
@_NarutoSensei_ @HFS_TKO C'est un gros raciste,Hate_Speech
"@dolceanimas Non.
L exquise eau, c'est qui a trop d eau dans le liquide encéphalique. Et comme c'est conducteur, mé €¦ https://t.co/uwYgEHFDw4",None
@LaPvlga Théorie : plus un mec menace et des dits des gros mots plus IRL il baisse les yeux,None
"@Anonyme75919929 @DamienRieu @equipedefrance @Benzema L'argentine ce pays dans le quel, après guerre les nazis se sont réfugié ðŸ˜‚.",Hate_Speech
Comme quand on aborde le sujet des urgentistes ces gros nul qui réduisent en esclavage les jeunes et pu il n'y a au €¦ https://t.co/crWi7ht891,Hate_Speech
@GendyGentil Mais le sens unique à  changer de sens cette nuit monsieur ! Les deux gros panneaux rouges avec une bar €¦ https://t.co/zEJmQR5IQg,None
RT @MrMarlowe69: @Gallifredo @leclerc44959828 @MarxFanAccount c'est dit 1000 fois y compris le 'l'enquàªte n'a pas établi de fait de violenc €¦,None
Mais il est débile ouuu ??,Bullying
MigrantðŸ˜‚ðŸ‘ https://t.co/qlrPxLGM5x,Racism
"@FulIMtal @madamebretzel Une preuve que les hommes ne subissent qu'en extràªmement faible minorité violences et harcèlement sexuels, surtout",None
"@petitbeur75 Si justement, et c'est pour ça que je me permets d'intervenir. les odeurs de queue je les ai senties s €¦ https://t.co/fPzMDUJSPa",None
RT @Mefietoidesmef2: @Poulin2012 Ben voilà  et en gros il vous emmerde,Hate_Speech
RT @MaryC7773: Bravo à  Eric Revel qui remet à  sa place les affreux gauchistes que sont le gros Dray et l'affreux Zeribi. Ils sont tellement €¦,Hate_Speech
@sqchsqch  «  M'voyez   » gros batard ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,Hate_Speech
Je l'es aime bien mais c'est des grosse merde il on jamais quitter leur mère tout l'année il sont a iep dans les cl €¦ https://t.co/T517C9h0Wi,Hate_Speech
@calounettes Bonjour Pascale c est avec plaisir merci très bon dimanche gros bisous... ˜•ðŸ¥ðŸˆðŸ˜˜ðŸ˜˜ðŸ˜˜,None
"@DjangoPepito74 Et tout ça financé par des cotisations prélevées à  la source, y compris pour ceux qui refuseront, p €¦ https://t.co/yKVH48pWkQ",None
"RT @rtlgrandest: Je suivais le défilé des  «  motards Père-Noël   » dans Nancy, ça se termine par un wheeling et un gros carton en plein centre €¦",None
@jeanmarc500000 @CMOACapiGoat @ActuFoot_ @RMCsport D'habitude je suis un gros défenseur de benzema mais la... imagi €¦ https://t.co/2ODfECFf23,None
"RT @NFLFrance: ðŸˆ Les #Skol remontent 33 points pour le gros comeback de l'histoire de la NFL, et remportent la NFC North !

4e défaite cons €¦",None
"@pizza_caramel ðŸ˜¢ vous devez avoir le ðŸ’” si lourd.Vous avez été géniaux, un coeur gros comme ça, sans vous de toutes €¦ https://t.co/v8QIbVkzQb",None
@jrechagneux @DamienObrador Prendre un sapin de Noël pour un mécréant cela montre bien le niveau du fanatique attardé,Hate_Speech
@NadINE61648125 Merci ma belle ðŸ˜˜ðŸ˜˜prend soin de toi bon courage pour cette après-midi ðŸ¥°ðŸ¥°ðŸ¥°des gros bisous ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ«¶ðŸ«¶ðŸ«¶,None
Elle va là¢cher un gros twerk en direct l'émir du Qatar il va peté un cà¢ble https://t.co/ZZdwkjlbBu,None
"RT @socarre: Elon Musk a vendu pour 3,5Mds$ d'actions Tesla sur 3 jours cette semaine. Au total, il aura vendu pour 39Mds$ d'actions Tesla €¦",None
"RT @ArianeChemin: En Ukraine, Poutine a  «eu les yeux plus gros que le ventre ». L'abolition de la peine de mort? Bof.  «Notre seule chance de €¦",None
"@2C4STHEETERNAL j'ai pas posté sur mon acc a moi, en gros c'est perdu dans les filtes de ao3 à  jamais lmaoo comme ç €¦ https://t.co/SVyYVaUc1X",None
"je suis une geisha, tu me touches, tu me prends pour une pute malgré moi et en plus tu paies pas, tu amènes en envo €¦ https://t.co/2NfDLrC9p9",Sexism
"@calounettes Bonjour ma coquine ðŸ¥¶ -7 ° à  glagla ðŸ˜ ðŸŽ„ðŸ’šðŸŒ²ðŸ€ðŸŽ€ðŸŽ… œ¨ðŸŽ€
Je te souhaite une bonne journée un bon dimanche tu es pr €¦ https://t.co/E7SjxHDz36",None
Awe made t'es un renoi ??? Jte softblock direct  https://t.co/BVskq3GbLM https://t.co/1sh67XI0tO,Racism
@EmmanuelMacron Il parlait pas anglais devant les gilets jaunes débile de 1ere classe,Bullying
"Benzema est / a été conseillé par ce type de personnes mdr 
Comment vous voulez qu'on le prenne pas pour un débile €¦ https://t.co/akye9qoFOI",Hate_Speech
"sah par contre quel fc toxico, j'étais encerclé de gros j",None
@Denis_Baupin @DebatPenly Parce que Flamanville est (sans mauvais jeu de mots) une usine à  gaz. En revanche l'argum €¦ https://t.co/WEI1MKPml7,None
@salwaa340 PTDRRRR ah gros yen na c trop,None
Ptdrr l'autre il ose dire  «  et ça parle plus   » logique mec t'es un gros menteur ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,None
@EmmanuelMacron Quand je pense que Benzema vous a fait un gros Doha...,None
@DLxnx En tout cas dès que jvois ses tweets je constate que c 100% un gros svceur,Hate_Speech
"Si un migrant se blesse à  l intérieur, qui sera responsable légalement ? Vide juridique, aucun contrat de location. €¦ https://t.co/Mz5a36YVcZ",None
"RT @simidjay: - Tyrone pk a chaque foi ke jvien chez toi ton daron est jamai la 
- G dit IL EST O MAGASIN FILS DE PUTE https://t.co/WQ4p65Y €¦",Hate_Speech
"@zenk_o1 gros j'viens d'en racheter 4 là , jvais y retourner
moi je les prend à  nike factory pour 7 ‚¬ les 3",None
@MichelleTouss32 Officiel aussi : t'es toujours aussi conne,Bullying
"@LalobaRose Les gros sabots de Bardella. 
Il est aussi ridicule que Le Pen dans les débats d'entre 2 tours.",Hate_Speech
"@Petit__Rien Bonjour mon amie 
Excellente journée à  toi et bon dimanche 
Gros bisous ðŸ’‹ðŸ’–ðŸ˜˜ ˜• ˜•",None
@Marc_Doyer @verity_france La bàªtise du monde actuel n'a plus de limites... Peut-àªtre qu'avec un peu de chance 2023 €¦ https://t.co/Z1uycIq1xB,None
"RT @nobru072: @ArielWeilT Je suis cycliste et je suis en entier désaccord avec vous.
Ca pourrait àªtre partiellement vrai si vos pistes étai €¦",None
@TDymams Il veux nous endormir mdrrr c'est un bon gros maghrébin derrière ce compte,Racism
@Djame_ Hahahaha Les tocard dans les réponses !  «  Pour montrer qu'elle a tort de dire que c'est misogyne on va mont €¦ https://t.co/l4sZbWQqJF,None
"@Ir0nZeD5 j'vais cassé mon gros crà¢ne, pq j'ai cliqué sur son profil ?????",None
RT @AlexSofamous: Explosez les commentaires sous ses tweets..ce sont ces gens là  qui mentent au peuple et sont corrompu par le pouvoir .. š ï¸ €¦,None
@Kata_yonko11 Comment ça cette pute,Sexism
"@zouzou16560 Un couple d'ami 2 enfants, -de 30 ans, elle a de gros problèmes de santé dont une grave dépression ave €¦ https://t.co/MitUgRv6FH",None
"RT @denkinte_2: Cette PUTE a ruiné l'adolescence de ce jeune Farid El Hairy en inventant un viol ""par des Arabes"" pour couvrir l'inceste de €¦",Hate_Speech
"RT @Ch_PONSARD: @RAbsolument Ce n'est pas le comportement d'un réfugié, mais bien celui d'un envahisseur qui veut imposer ses conceptions a €¦",Racism
@LAiacciu Donc pour toi c'est normal de réduire en esclavage un animal pour ton confort personnel ? Tu te rends com €¦ https://t.co/ymvn4DG0VU,None
RT @BrochardR: @Sonia29739 Merci Sonia bon dimanche et gros bisous ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜,None
"@brunogarcez @adamsolomons5 @LBC Le super ami de votre reine maîtresse,la cochonne tampax raciste Camelot.pourquoi €¦ https://t.co/4TkhQN8eY5",Hate_Speech
@Videos2Riles Les gens pour messi pour la finale sont les màªme qui etait pour l'espagne en 2010 des gros suceur et je pèse mes mots,Hate_Speech
"RT @MessiFrance_: Il y'aura plus de 50 000 fans argentins pour la finale à  Doha, une chose encore jamais arrivé dans l'histoire de la coupe €¦",None
@Daisaku12_ C'était pas le plus gros truc mais j'avais bien aimé,None
Mais qui est cette conne https://t.co/tgQ6lBG3iq,Bullying
"@benedissam @YohanIsBack @nuevenueve13 @ActuFoot_ @RMCsport Quels cadres ? Preuves ?
T'en sais rien mddr vas la bas gros plein de soupe",None
"RT @ucl37: Depuis sa création, l'#UnionCommunisteLibertaire s'est doté d'une commission #librisme. Nous luttons pour une informatique émanc €¦",None
@_BeFootball @lequipe Donc en gros les français on na la preuve que sans l'immigration ils sont nul à  chier ðŸ˜‚ðŸ˜‚,Hate_Speech
"RT @happah_: Tant d'histoires nous reviennent ! Ou ""plus c'est gros plus ça passe"".",None
Voilà  les suceurs de Messi et compagnie vous sucez qui aussi !!!! Fils de pute https://t.co/kCvNphuehj,Hate_Speech
RT @maillebi: Halte au harcèlement du patriarcat des vieux mà¢les blancs! https://t.co/Xn1ChfU4zx,None
Oui en gros t'as menti pour faire tes stats https://t.co/cQgCjvZnYP,None
"@xazalbert Du gros niveau que cette ""journaliste"" qui tweete du Asselineau, Béatrice Rosen et Dupont Aignan. Pas de €¦ https://t.co/Y0AHa3zILh",None
@wargniermc Bonjour Marie Claire merci beaucoup mon amie passe un très bon dimanche gros bisous.... ˜•ðŸ¥ðŸˆðŸ˜˜ðŸ˜˜ðŸ˜˜,None
"@Ad_vitam44_ Noël, la paix, le seigneur, et moi ont vous dit un gros VA TE FAIRE FOUTRE 
Mr Jacquemain  œï¸ œï¸ œï¸ œï¸ œï¸",Hate_Speech
@popwwwwwe Ouai et !!??? Faut bien quel apprenne à  dormir seul  c normal le gigolo c sont mari pas sont petit ami d €¦ https://t.co/ZUcyhOYh5H,None
"RT @jlkBlackburn: Je considère la Terre plate comme une idiotie totale, pourtant je ne demande pas de suspendre leurs comptes.

 «  Stratégie €¦",None
"RT @LadyPixie6: Les gens qui utilisent l'argument de la justice réhabilitative pour défendre Quatennens, eh gros sayer :

- Il a pris du su €¦",None
"@diploseb Quisqueya paye autant/plus d'impots que BIG Star, Epi d'or ou Cassis (un des plus gros importateur du pay €¦ https://t.co/zbPsmRNxED",None
"@Tristzzer Faudrait que les rappeurs remplacent ""n*gros"" par frérot en concert",Racism
RT @Hazardeux_: Jsuis mort elle a gagné un voyage en Guadeloupe en gros ça lui a dit retourne dans ton pays,Racism
@panispelgacem @FiixLaw @Footballogue @hortense_crepin Mais alors toi t'es debile. Qui paie la RATP ? Bah nous les €¦ https://t.co/eBrMtzHCkl,Bullying
"@B444EN @MhouTips @EspoirsduFoot Je m'excite ðŸ¤£, ok gros. Ton intervention est agressive la mienne non. Si dire qu'o €¦ https://t.co/CtsA7eR5rt",None
"@RenardeElfique Omg en voyant sa pp j'ai une citation qui l'est venue, si vous avez la réf coeur sur vous :

 « Si t €¦ https://t.co/Lx5PwWpUL8",None
@Nikaa_Dww @ZaZoo_94 Il a un gros chibre nerou ?,Sexism
"@HiroiKyoraku @chukas2023 @FrankKhalidUK Je voulais dire europe pardon. Ziyech pays bas. Hkimi espagnol, Saiss Fran €¦ https://t.co/yNaCcmmKo0",None
RT @cpasici:  «  Y'a des meufs qui pensent que je les ai aimé alors que sur snap je les renommé prénom + ville + hlel/puteðŸ‘…ðŸ’‹   » https://t.co/f €¦,Sexism
"Catsitting réussi avec Laszlo, gros pépère qui a été récupéré dans la rue par une association et qui est devenu une €¦ https://t.co/dgOKufGcqc",Bullying
@JCD_ytb @UCycliste @iieh76 ce n'est pas moi qui ai la charge de la preuve gros malin car ce n'est pas moi qui suis €¦ https://t.co/a9XSHuikNC,None
RT @nymphe_seb: C trop une dinguerie de réussir à  manger assez pour àªtre gros commeg,None
@zazafontaine42  ˜€ï¸ðŸ˜‡ ˜€ï¸ðŸ˜‡ ˜€ï¸ðŸ˜‡ ˜€ï¸ðŸ˜‡bon dimanche et gros bisous l'ami ˜€ï¸ ˜€ï¸ ˜€ï¸ ˜€ï¸ ˜€ï¸ ˜€ï¸ https://t.co/6CtXXTt1kk,None
@DorianGio @Apolline_guer gros a tout moment c un schtroumpf,Hate_Speech
"@OManiaque Pablo a aussi cette identité, du moins la ferveur. Et pour le recrutement.. le problème c'est que le foo €¦ https://t.co/KnD40ykiYw",None
"RT @Chaos_Be: Donc, pour traiter de l'affaire du Greffier, entre autre harceleur, @Ecolo propose un député dont le comportement proche du h €¦",None
@Brandioo_ Ah nan là  mon renoi tu tbranles vrmt vrmt,Racism
"RT @CICR_Afrique:  « €‰à‡a fait 5 ans que je n'ai pas vu mon fils. Je n'ai aucune trace €‰ »  €” Awa, mère d'un migrant disparu.

#JournéeDesMigrant €¦",None
@BensB051 @delibera_hoc @Twitter @Le_Figaro Débile citez moi un seul tweet diffamatoire de ma part! L'ignorance et €¦ https://t.co/bLu0lh2P09,None
"@DamienRieu Rien de commun entre une affichette ""Brà»lons l'ancien monde "" et des tweets: ""Tu vas brà»ler en enfer co €¦ https://t.co/oKoWNqV9KZ",Hate_Speech
"RT @JulietteDelapl1: A #Calais, le harcèlement des exilé.e.s se poursuit. En un an, plus de 1700 expulsions de lieux de vie et 3267 tentes €¦",None
@KarimaDelli @GDarmanin T'es conne ou t'es conne?,Bullying
"Svp un plus gros événement, Psq la c'était éteint de fou limite sans micro on aurais pu l'entendre https://t.co/rvWiEejyAV",None
@DKongZz @TwinsFifaHD Y'a un gros problème fdp tu vais le mec pour rien redescend vite abruti tu dit que de la merd €¦ https://t.co/Q9ey9dzeWU,Hate_Speech
@FadelSan @MontCorvo_Off Nan en gros il a juste dit qu'il va pas rush la fin,None
"@Margot_gbn 
Tu pourras me dire comment fonctionne le montage ??
En gros tu en as pour longtemps à  le faire ?? Vrai €¦ https://t.co/A9ri8WVTCO",None
@Jambesdegrive N'ayant pas entendu le début de l'histoire mais voyant le visage de la dame elle lui dit alors un  «   €¦ https://t.co/t22Zc8lpTy,None
"@Ali_Rukaliza @IsmazosZgb ðŸ˜‚ðŸ˜‚ðŸ˜‚ les royaumes Kongo, Kuba, Luba, Lunda, ... existaient dans l'actuelle RDC pendant que €¦ https://t.co/HDs9B8sZn3",None
@VieDeLaJoconde L'ignoble débile.....,Bullying
100% un gros oui  ðŸ‘ https://t.co/SYCWAas2mZ,None
"RT @Desiiah: Mais gros, fallait dire ça avant. J'ai souffert cette nuit alors que j'avais une bouteille dans mon frigo ?",None
@barriere_dr donc en gros vous etes en train de nous dire que les myocardites c peanuts?,None
Si ya des français qui sont pour l'Argentine car ya Messi vous àªtes des bons gros fdp https://t.co/6wzn0oxvCH,Hate_Speech
RT @Brams_brabra: Il y a des français que ça ne dérange pas de supporter l'Argentine pour un Messi raciste qui qualifiait notamment Drenthe €¦,None
"@AymenRMAA tant mieux qu'il ne joue pas la finale . Si il joue et ils perdent, ils diront tous que c'est de sa faut €¦ https://t.co/eDnNLcaToY",None
@CDGHospit @CTrivalle Ben le sujet c'est les IPA c'edt gros nul qui vont piquer le boulot des docteurs en tuant les €¦ https://t.co/jyMNYjbapS,Hate_Speech
RT @marizune1: @KARLOLIVE @ThivGrignon @OlivierKlein93 @emmaus_france Je vais devenir migrant en fait.  Ils sont mieux logés que moi ðŸ¤®ðŸ˜±ðŸ˜±,Racism
"@veroinfantef @BFMTV @MarieGentric ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£
à‰tant arabophone, le fait de rouler les R était déjà  acquis. Beaucoup d €¦ https://t.co/qxjyDQcqhT",None
