text,label,label2,to be removed,merged_labels
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,racism,,racism
RT @Bigfoot91140: @BaillyLouise Merci gros bisous 😘,,none,,none
@KateRoc13 JE TE LES ENVOIE PAR MAIL CAR JE POURRAIS TOUT METTRE A LA FOIS GROS BISOUS.,,none,,none
@Martinejhonny1 BONJOUR MARTINE JHONNY TRES BON DIMANCHE AVEC DE GROS BISOUS. https://t.co/bJb1P5FttZ,,none,,none
RT @BaillyLouise: @KateRoc13 JE TE LES ENVOIE PAR MAIL CAR JE POURRAIS TOUT METTRE A LA FOIS GROS BISOUS.,,none,,none
@KateRoc13 BONJOUR KATE JE TE SOUHAITE UN TRES BON DIMANCHE ET JE TE FAIS DE GROS BISOUS.AS-TU PU FAIRE QUELQUE CHO… https://t.co/Mq4FwUI7vX,,none,,none
"@MaureenMcAndre7 OUI,C'EST VRAI MAUREEN C'EST UNE TRES BELLE ET ANCIENNE EGLISE QUI SE TROUVE DANS MON PETIT VILLAG… https://t.co/7ZIRsu0Yco",,none,,none
RT @couchloukoum__: Dans le dossier harcèlement dans la télé-réalité on a pas assez parlé du cas Anais sur Martika,,none,,none
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
@michael_tripero @Antoine_Crc @VibesFoot Vous etes des gros fachos toute façon on le sait tous vers 18h les points sur les i seront mis!!!!!,,none,,none
RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…,,none,,none
@pizza_caramel Onion Bidulette potite Chipie jolie! On te souhaite un belle grande sieste pleine de douceur et on f… https://t.co/XGHFfWxbIG,,none,,none
"@Medianimes Je suis un très gros fan de Naruto, mais vas y Silhouette c'est trop surcoté, c'est même pas le meilleur de Shippuden",,none,,none
"@AP0347 Yes, je me souviens très bien du France-Brésil de 1986. Un de mes plus beaux souvenirs foot.
 
 Le Platini sé… https://t.co/jBCUTAJSKF",,none,,none
"RT @fijadalupa: Après avoir accusé les Anglais au stade de France, le gouvernement pointe les exactions de l’extrême-droite suite aux viole…",,sexual harassment,,sexual harassment
@YoshiGG @rapfemto @Nems_Mt Va donc voir le film gros et tu comprendras le génie de techniques dont il a fait preuv… https://t.co/UkQSyetnuj,,none,,none
"RT @ThisIsDamso: Mettez du respect sur le blase de Damso.
 En toute honnêteté, son équipe et lui sont les seuls dans l’industrie à faire ce…",,none,,none
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
"RT @F_Desouche: Cabriès (13) : une étudiante de 22 ans qui venait de terminer son service à Burger King, poignardée à mort sans raison par…",,none,,none
@BFMTV Gros foutage de gueule,Insult,insult,,insult
RT @Springfield_945: Y’a un mec hier matin il est tombé à cause de la neige quand il s’est relevé il a ramassé son gros sac et il a courru…,,none,,none
"RT @ElieGJ: Quimper : elle se fait violer par un migrant africain illégal, mais pour protéger son violeur, elle dénonce un blanc. 
 Le migra…",Racism,none,,none
"RT @Croquignol2A: @pierrecharon @Zemmourienne92 Bleus?
 Il fut un temps ou l'on disait
 ""Allez les tricolores"" 
 Pourquoi aujourd'hui la tenue…",,none,,none
@Talerman @AdrienDfx En plus t’as bien lu les conclusions du juge affirmant que le caractère d’harcèlement n’a pas… https://t.co/bSVB7j4Dzd,,none,,none
"Concurrent des vélos électriques Super 73, le Brekr Model F est d'ores et déjà disponible en précommande. https://t.co/GbBfNeqMAa",,none,,none
RT @MinVikingsFR: Remporter la division avec le plus gros comeback de l'histoire de la NFL https://t.co/d2DUw8urGp,,none,,none
RT @ERationnelle: Je suis allé voir 5 concessionaires pour parler véhicule électrique. Bilan : les vendeurs sont NULS pour vendre des VE:…,,denigration,,denigration
"RT @GaucheEcoSoc34: ✊ A tout à l'heure à la manif de la #journée internationale des #migrants.
 Pour #Montpellier le rdv est à 11h place de…",None,none,,none
"#BetclicELITE (J13) : Hier soir, Cholet a battu Dijon (107-79).
 Tillie : 9 points, 4 rebonds (12 d'éval) en 31 minu… https://t.co/rLMrvZhRTt",,none,,none
RT @WarriorNunFR: Nous avons atteint les 70 000 signatures 🔥 Il faut continuer de partager la pétition (peut être demander à des gros compt…,,none,,none
@Marc_Hade @GendyGentil @Leni_6700 Surtout de ne pas avoir pu jouer les gros bras 😂,,none,,none
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,none,,none
@Clercqgu @JoueursBE C’est l’un des joueurs avec le plus gros potentiel de l’académie,,insult,,insult
"RT @LeaFrct: Ma petite sœur de 20 ans étudie à #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de…",,none,,none
@anchara_ J ai vuq un témoignage aussi ca fait de gros dégâts sur l estomac et le tube digestif,,none,,none
"RT @victoireKeravel: STOP aux détracteurs qui disent que j'exagère sur les dealers, délinquants à #Nantes regardez la vidéo prise cet hive…",,none,,none
@guybolt2 Tu crois que le gros il va la voir la finale avec la mine qu il a pris hier à la boule noir https://t.co/K29ELT7s08,,none,,none
"RT @fijadalupa: Après avoir accusé les Anglais au stade de France, le gouvernement pointe les exactions de l’extrême-droite suite aux viole…",,sexual harassment,,sexual harassment
"RT @camsouu7: Être une femme en 2022 voilà : un connard se branle sans aucun gêne sur moi dans le @RERD_SNCF , quand est-ce qu’on pourra en…",,sexual harassment,,sexual harassment
"@amelie_for_you Mais ces gros tarés sont des fous dangereux !!!..
 Je sais, c’est pas un scoop 😒",,insult,,insult
@F_Desouche Quand est ce que ça s arrête ces miss ...????? C est vraiment débile,,none,,none
"@inspektrgadgets @PapyOooo @HouplainPh @EmmanuelMacron Ce n'est pas une simple question de pognon.
 Cette raison ne… https://t.co/EdPrI0xAvX",,none,,none
"RT @Lass2fois: La 3e étoiles ou rien, fuck l’Argentine et ses gros suceurs",Hate speech,insult,,insult
"@Yumekoala1 @hvt_louis @danivempire666 1000€ le pc tu peux pas faire tourner les gros jeux en 4K.
 En plus 2/3 ans a… https://t.co/8NXfGdS64s",,none,,none
"@Tokanim_FR Il était cool mais j'ai vraiment l'impression d'avoir perdu quelque chose comparé au première saison.
 G… https://t.co/MLcVK8MvfG",,none,,none
C’est vraiment une conne https://t.co/lfAYY98m4U,,insult,,insult
"RT @Homere40211586: @aliseeane Bonjour ma très chère Alisea, merci beaucoup 
 Merveilleuse journée à toi dans notre belle Bretagne 
 Gros gro…",,none,,none
"RT @Homere40211586: @aliseeane Bonjour ma très chère et tendre Alisea, Cléopatre, la petite princesse et moi te souhaitons un très bon dima…",,none,,none
"@TomTom91098070 @CH_Gallois @EmmanuelMacron Le débile, c'est celui qui croit qu'il est allé là-bas pour ""soutenir""… https://t.co/mEsRhhcfyH",,insult,,insult
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,racism,,racism
RT @syylllia: Gros MINUIT ??? on va connaître les champions du monde avant miss France à ce rythme,,none,,none
RT @estampe_jean: Macron c'est la peste et le choléra depuis qu'il a volé le pouvoir et ruiner la France rient ne vas plus à Paris invasion…,,none,,none
"RT @victoireKeravel: STOP aux détracteurs qui disent que j'exagère sur les dealers, délinquants à #Nantes regardez la vidéo prise cet hive…",,none,,none
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,racism,,racism
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,racism,,racism
@3steBqn gros banger,None,none,,none
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,racism,,racism
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,none,,none
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,racism,,racism
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,racism,,racism
@Thomasintokyo @Totankama Déjà que mon avenir était incertain avec ma formation en art…. Si maintenant L’IA arrive… https://t.co/IXnKgNKbBU,,none,,none
@LouvrierPamela bonjour tres belle j'adore les gros seins,,sexual harassment,,sexual harassment
"Very rich
 Millionnaire 
 Relationship
 
 En gros je vais me trouver un sugar daddy 😊 https://t.co/oUmTF99CT8",,none,,none
@LoretteLo34 et Miss debile? je lui file la couronne direct !,,insult,,insult
"@PlasticFood_ @ShaPi0242 L'horrible Débile. Super sympa, j'adore",,none,,none
@ZeNiitsu_ c payant le son gros batard ?,Insult,insult,,insult
@silkcoleman1 @lasource75006 Je suis fan de messi mais gros si on peut lui mettre un 6-0 et qu il chiale je serais… https://t.co/niNAhWUmk3,,none,,none
"RT @JANGUYENVANTAM: @pjacquemain @GDarmanin Quand ton seul problème est qu’un élu souhaite un joyeux Noel, c’est que t’es vraiment déconnec…",,none,,none
@Bb_Requ1 Ah oui ? Oui moi aussi ça me fait de gros effet les hormones pour ça que je crains. Rien que juste avant… https://t.co/bweojVmXyq,,none,,none
@50_euros Le gros porc,Insult,insult,,insult
"RT @BFMTV: ""L'Argentine, ça va être un gros morceau""
 
 Alain Giresse, ancien footballeur de l'équipe de France, est à Doha pour soutenir les…",,bullying,,bullying
RT @kevinbossuet: « Il faut dans l'enseignement de l'#histoire renouer avec le récit national afin que tous les élèves quelle que soit leur…,,none,,none
"@Ayladesa @monkeyoflove C'est fini maintenant, la discussion dure plus longtemps que le speudo harcèlement de ton pote",,harassment,,harassment
RT @Stacytrouille_: Nft en pp + à payé pour la certif mesdames messieurs il est la le plus gros loser de la plateforme félicitations à lui,,bullying,,bullying
@arjuna775 @tristanmf En gros il lui dit choisi ton camp,,none,,none
@kapalangkatshia @mambu_thibaut @andreshiyawebe @AbouPatriote @Alix_rdc @gisele_mulumba @Alex_shabani243… https://t.co/HbmcdycGAo,,none,,none
RT @KoumoBur: Jotaro il a un stand qui arrête le temps met des patates a la vitesses de la lumière et il a trouvé le moyen de perdre contre…,,none,,none
"RT @ulmoo95: « Met toi avec un renoi », on est des objets ? https://t.co/nS6g38nDbt",,racism,,racism
Des gros fdp vont répondre gear 5 alors que le ssj existe https://t.co/cN4EXhXMTY,,none,,none
"@magus1er Coucou ma Sœurette Mag 🥰
 
 Passe une merveilleuse journée, bon courage, prends soin de toi et fais attention à toi gros bisous 🥰",,none,,none
"@SonntagsMadchen Coucou ma Christinou, tu vas bien ? Bien dormi ? 💗💗
 
 Passe une merveilleuse journée, bon courage,… https://t.co/jdg2Nl5CXa",,none,,none
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,none,,none
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,racism,,racism
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,none,,none
"RT @JANGUYENVANTAM: @pjacquemain @GDarmanin Quand ton seul problème est qu’un élu souhaite un joyeux Noel, c’est que t’es vraiment déconnec…",,none,,none
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,none,,none
"RT @EntrecoteC: @PoliceRealites Vous verrez que , prochainement, le gouvernement Macron va requisitionner les chambres chez l'habitant pou…",,none,,none
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,racism,,racism
Rien que le titre « rebeu renoi » tu sais déjà que le son pue la merde https://t.co/B1tMkJmpZJ,,racism,,racism
"RT @victoireKeravel: STOP aux détracteurs qui disent que j'exagère sur les dealers, délinquants à #Nantes regardez la vidéo prise cet hive…",,none,,none
"En gros, je me rappelle que je suis allée dans la chambre pour me mettre en pyjama parce que j’avais froid. J’ai en… https://t.co/PBwQMmUPJ5",,none,,none
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,none,,none
RT @MESTEVE05: @SylvainMaillard @EmmanuelMacron @Renaissance @steph_sejourne @LaREMParis @LaREMParis8 @LaREMParis15 @DeputesRE @Renaissance…,,none,,none
RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…,,none,,none
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,none,,none
"@seb33000 @generationZ_73 @flashmcbear @RTLFrance T’insultes qui, pov débile ? Va jouer ailleurs",,insult,,insult
RT @charliemedusa: dans le métro bondé quelqu’un s’est fait pousser par des gens qui entraient en masse et a lâché « Pécresse !! » puis que…,,none,,none
@Teorema__ c’est juste des gens qui parlent en gros changez rien les bandeurs de lynch,,none,,none
@Airwayx0 @DashupYT dit que t'a jamais jouer un mage dans un mmo ce sera plus simple et moins débile.,,none,,none
Énormément de gens font ça même des mecs qui se base sont pas fan de foot vont regarder pendant la cdm etc parce qu… https://t.co/FPl9ybnysI,,none,,none
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,none,,none
@amir_ynk J’ai même pas Regardé mais miss Guadeloupe c’est un sucre de ce que j’ai vu gros,,none,,none
"RT @claude_godin: @MarwanMartelli @AQuatennens Non c'est bien de l'acharnement, du harcèlement, un manque de réflexion surprenant et franch…",,none,,none
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,none,,none
Mon gros chibre dans vos bouches les argentins bande de fils de p*te ce soir c’est pour nous,,insult,,insult
"Etonnnant de voir que les plus gros racistes sont de sortie pour critiquer l’équipe de France, et qu’ils ne sont, n… https://t.co/9toN8zQ1sy",,racism,,racism
"RT @Diogo__sp: @n0gay23 @heyomeech956 Il a dit que la meilleure équipe gagne et aussi celle qui représente le plus le peuple, et que que l’…",,none,,none
"@MarieCPalot Iron Debile , j'aime bien xD",,none,,none
RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…,,none,,none
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,racism,,racism
"RT @ulmoo95: « Met toi avec un renoi », on est des objets ? https://t.co/nS6g38nDbt",,racism,,racism
"RT @VPronos_: Encore un très gros programme demain. 
 
 Ça tourne dans notre sens ❄️
 
 Tous les 100 💙♻️ une épreuve ! 
 
 #TeamParieur",,none,,none
"@MatarozzoO @BFMTV En gros il dit « si les Argentins perdent, c’est à cause des Africains d’origines de la France ?… https://t.co/TyoCswog6p",,racism,,racism
